No.,Time,Source,Destination,Protocol,Length,Flow Duration,Flow_Byts/s,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Fwd_Pkt_Len_Max,Bwd_Pkt_Len_Max,Fwd_IAT_Mean,Bwd_IAT_Mean,SYN_Flag_Cnt,RST_Flag_Cnt,ACK_Flag_Cnt,Flow_Pkts/s,Info,Label
120,14.868746,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.056281,120,120,0,0,120,14.868746,14.868746,0,0,1,0,443  >  50984 [ACK] Seq=1 Ack=295 Win=269056 Len=0,DOS
121,14.87133,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,1294,0.002584,121,121,1220,1220,121,14.87133,14.87133,0,0,1,0,"Server Hello, Change Cipher Spec",Normal
122,14.87133,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,1294,0,122,122,1220,2440,122,14.87133,14.87133,0,0,1,0,"443  >  50984 [PSH, ACK] Seq=1221 Ack=295 Win=269056 Len=1220 [TCP PDU reassembled in 125]",Normal
123,14.871481,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:810::200a,TCP,74,0.000151,123,123,0,0,123,14.871481,14.871481,0,0,1,0,50984  >  443 [ACK] Seq=295 Ack=2441 Win=132352 Len=0,DOS
124,14.871882,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,1294,0.000401,124,124,1220,1220,124,14.871882,14.871882,0,0,1,0,443  >  50984 [ACK] Seq=2441 Ack=295 Win=269056 Len=1220 [TCP PDU reassembled in 125],Normal
125,14.872007,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,914,0.000125,125,125,840,2060,125,14.872007,14.872007,0,0,1,0,Application Data,Normal
126,14.87206,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:810::200a,TCP,74,0.000053,126,126,0,0,126,14.87206,14.87206,0,0,1,0,50984  >  443 [ACK] Seq=295 Ack=4501 Win=132352 Len=0,DOS
127,14.876928,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:810::200a,TLSv1.3,154,0.004868,127,127,80,80,127,14.876928,14.876928,0,0,1,0,"Change Cipher Spec, Application Data",Normal
128,14.889267,fe80::1,fe80::b499:9e20:ab9:116b,ICMPv6,86,0.012339,128,128,0,0,128,14.889267,14.889267,0,0,0,0,Neighbor Solicitation for fe80::b499:9e20:ab9:116b from 78:bb:c1:11:e3:e0,DOS
129,14.889367,fe80::b499:9e20:ab9:116b,fe80::1,ICMPv6,86,0.0001,129,129,0,0,129,14.889367,14.889367,0,0,0,0,"Neighbor Advertisement fe80::b499:9e20:ab9:116b (sol, ovr) is at b4:8c:9d:63:e5:cd",DOS
130,14.893162,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.003795,130,130,0,0,130,14.893162,14.893162,0,0,1,0,443  >  50984 [ACK] Seq=4501 Ack=375 Win=269056 Len=0,DOS
131,14.925173,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:810::200a,TLSv1.3,812,0.032011,131,131,738,738,131,14.925173,14.925173,0,0,1,0,Application Data,Normal
132,14.961968,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.036795,132,132,0,0,132,14.961968,14.961968,0,0,1,0,443  >  50984 [ACK] Seq=4501 Ack=1113 Win=268544 Len=0,DOS
133,15.208222,192.168.1.5,148.113.20.105,TCP,55,0.246254,133,133,0,0,133,15.208222,15.208222,0,0,1,0,[TCP Keep-Alive] 51966  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1,DOS
134,15.243013,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,1294,0.034791,134,134,1220,1220,134,15.243013,15.243013,0,0,1,0,Application Data,Normal
135,15.243013,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,199,0,135,135,125,1345,135,15.243013,15.243013,0,0,1,0,Application Data,Normal
136,15.243013,2404:6800:4007:810::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,101,0,136,136,27,1372,136,15.243013,15.243013,0,0,1,0,Application Data,Normal
137,15.243161,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:810::200a,TCP,74,0.000148,137,137,0,0,137,15.243161,15.243161,0,0,1,0,50984  >  443 [ACK] Seq=1113 Ack=5873 Win=131072 Len=0,DOS
138,15.275474,148.113.20.105,192.168.1.5,TCP,66,0.032313,138,138,0,0,138,15.275474,15.275474,0,0,1,0,[TCP Keep-Alive ACK] 443  >  51966 [ACK] Seq=2 Ack=1 Win=501 Len=0 SLE=0 SRE=1,DOS
139,18.115999,192.168.1.5,192.168.1.3,TCP,164,2.840525,139,139,0,110,139,18.115999,18.115999,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=511 Len=110 [TCP PDU reassembled in 253]",DOS
140,18.166423,192.168.1.3,192.168.1.5,TCP,164,0.050424,140,140,0,110,140,18.166423,18.166423,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=331 Ack=441 Win=1253 Len=110 [TCP PDU reassembled in 254]",DOS
141,18.209032,192.168.1.5,192.168.1.3,TCP,54,0.042609,141,141,0,0,141,18.209032,18.209032,0,0,1,0,50814  >  8009 [ACK] Seq=441 Ack=441 Win=510 Len=0,DOS
142,19.596207,192.168.1.1,192.168.1.255,UDP,363,1.387175,142,142,349,0,142,19.596207,19.596207,0,0,0,0,34460  >  9995 Len=321,Normal
143,19.715755,140.82.112.25,192.168.1.5,TLSv1.2,79,0.119548,143,143,0,25,143,19.715755,19.715755,0,0,1,0,Application Data,DOS
144,19.71733,192.168.1.5,140.82.112.25,TLSv1.2,83,0.001575,144,144,0,29,144,19.71733,19.71733,0,0,1,0,Ignored Unknown Record[Illegal Segments],DOS
145,19.972593,140.82.112.25,192.168.1.5,TCP,54,0.255263,145,145,0,0,145,19.972593,19.972593,0,0,1,0,443  >  50847 [ACK] Seq=26 Ack=31 Win=76 Len=0,DOS
146,20.238125,192.168.1.5,142.250.195.106,UDP,71,0.265532,146,146,57,0,146,20.238125,20.238125,0,0,0,0,58110  >  443 Len=29,Normal
147,20.30041,142.250.195.106,192.168.1.5,UDP,67,0.062285,147,147,53,0,147,20.30041,20.30041,0,0,0,0,443  >  58110 Len=25,Normal
148,23.177515,192.168.1.5,192.168.1.3,TCP,164,2.877105,148,148,0,110,148,23.177515,23.177515,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=441 Ack=441 Win=510 Len=110 [TCP PDU reassembled in 253]",DOS
149,23.193195,192.168.1.3,192.168.1.5,TCP,164,0.01568,149,149,0,110,149,23.193195,23.193195,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=441 Ack=551 Win=1253 Len=110 [TCP PDU reassembled in 254]",DOS
150,23.236215,192.168.1.5,192.168.1.3,TCP,54,0.04302,150,150,0,0,150,23.236215,23.236215,0,0,1,0,50814  >  8009 [ACK] Seq=551 Ack=551 Win=510 Len=0,DOS
151,25.279918,192.168.1.5,148.113.20.105,TCP,55,2.043703,151,151,0,0,151,25.279918,25.279918,0,0,1,0,[TCP Keep-Alive] 51966  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1,DOS
152,25.314087,148.113.20.105,192.168.1.5,TCP,66,0.034169,152,152,0,0,152,25.314087,25.314087,0,0,1,0,[TCP Keep-Alive ACK] 443  >  51966 [ACK] Seq=2 Ack=1 Win=501 Len=0 SLE=0 SRE=1,DOS
153,26.662894,192.168.1.1,192.168.1.255,UDP,363,1.348807,153,153,349,0,153,26.662894,26.662894,0,0,0,0,34460  >  9995 Len=321,Normal
154,28.201427,192.168.1.5,192.168.1.3,TCP,164,1.538533,154,154,0,110,154,28.201427,28.201427,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=551 Ack=551 Win=510 Len=110 [TCP PDU reassembled in 253]",DOS
155,28.279161,192.168.1.3,192.168.1.5,TCP,164,0.077734,155,155,0,110,155,28.279161,28.279161,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=551 Ack=661 Win=1253 Len=110 [TCP PDU reassembled in 254]",DOS
156,28.329227,192.168.1.5,192.168.1.3,TCP,54,0.050066,156,156,0,0,156,28.329227,28.329227,0,0,1,0,50814  >  8009 [ACK] Seq=661 Ack=661 Win=509 Len=0,DOS
157,28.528903,192.168.1.5,172.217.194.188,TCP,55,0.199676,157,157,0,1,157,28.528903,28.528903,0,0,1,0,[TCP Keep-Alive] 50837  >  5228 [ACK] Seq=0 Ack=2 Win=510 Len=1,DOS
158,28.597951,172.217.194.188,192.168.1.5,TCP,66,0.069048,158,158,0,0,158,28.597951,28.597951,0,0,1,0,[TCP Previous segment not captured] 5228  >  50837 [ACK] Seq=2 Ack=1 Win=1046 Len=0 SLE=0 SRE=1,DOS
159,31.926857,192.168.1.5,20.198.119.143,TLSv1.2,98,3.328906,159,159,0,44,159,31.926857,31.926857,0,0,1,0,Application Data,DOS
160,32.006358,20.198.119.143,192.168.1.5,TLSv1.2,229,0.079501,160,160,0,175,160,32.006358,32.006358,0,0,1,0,Application Data,DOS
161,32.061889,192.168.1.5,20.198.119.143,TCP,54,0.055531,161,161,0,0,161,32.061889,32.061889,0,0,1,0,53577  >  443 [ACK] Seq=45 Ack=176 Win=517 Len=0,DOS
162,33.10342,192.168.1.5,142.250.195.106,UDP,71,1.041531,162,162,57,0,162,33.10342,33.10342,0,0,0,0,58110  >  443 Len=29,Normal
163,33.214416,142.250.195.106,192.168.1.5,UDP,67,0.110996,163,163,53,0,163,33.214416,33.214416,0,0,0,0,443  >  58110 Len=25,Normal
164,33.294566,192.168.1.5,192.168.1.3,TCP,164,0.08015,164,164,0,110,164,33.294566,33.294566,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=661 Ack=661 Win=509 Len=110 [TCP PDU reassembled in 253]",DOS
165,33.39011,192.168.1.3,192.168.1.5,TCP,164,0.095544,165,165,0,110,165,33.39011,33.39011,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=661 Ack=771 Win=1253 Len=110 [TCP PDU reassembled in 254]",DOS
166,33.434119,192.168.1.5,192.168.1.3,TCP,54,0.044009,166,166,0,0,166,33.434119,33.434119,0,0,1,0,50814  >  8009 [ACK] Seq=771 Ack=771 Win=509 Len=0,DOS
167,33.830272,192.168.1.1,192.168.1.255,UDP,363,0.396153,167,167,349,0,167,33.830272,33.830272,0,0,0,0,34460  >  9995 Len=321,Normal
168,34.351403,2404:6800:4007:823::200a,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.2,119,0.521131,168,168,45,45,168,34.351403,34.351403,0,0,1,0,Application Data,Normal
169,34.400109,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:823::200a,TCP,74,0.048706,169,169,0,0,169,34.400109,34.400109,0,0,1,0,50910  >  443 [ACK] Seq=1 Ack=140 Win=516 Len=0,DOS
170,34.738388,192.168.1.5,172.64.155.209,TCP,55,0.338279,170,170,0,1,170,34.738388,34.738388,0,0,1,0,50879  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1,DOS
171,34.745446,172.64.155.209,192.168.1.5,TCP,66,0.007058,171,171,0,0,171,34.745446,34.745446,0,0,1,0,443  >  50879 [ACK] Seq=1 Ack=2 Win=9 Len=0 SLE=1 SRE=2,DOS
172,35.315485,192.168.1.5,148.113.20.105,TCP,55,0.570039,172,172,0,0,172,35.315485,35.315485,0,0,1,0,[TCP Keep-Alive] 51966  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1,DOS
173,35.368041,148.113.20.105,192.168.1.5,TCP,66,0.052556,173,173,0,0,173,35.368041,35.368041,0,0,1,0,[TCP Keep-Alive ACK] 443  >  51966 [ACK] Seq=2 Ack=1 Win=501 Len=0 SLE=0 SRE=1,DOS
174,35.491204,192.168.1.5,172.64.155.209,TCP,55,0.123163,174,174,0,1,174,35.491204,35.491204,0,0,1,0,50853  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1,DOS
175,35.515243,172.64.155.209,192.168.1.5,TCP,66,0.024039,175,175,0,0,175,35.515243,35.515243,0,0,1,0,443  >  50853 [ACK] Seq=1 Ack=2 Win=9 Len=0 SLE=1 SRE=2,DOS
176,36.173715,142.250.195.106,192.168.1.5,UDP,79,0.658472,176,176,65,0,176,36.173715,36.173715,0,0,0,0,443  >  58110 Len=37,Normal
177,36.173715,142.250.195.106,192.168.1.5,UDP,77,0,177,177,63,0,177,36.173715,36.173715,0,0,0,0,443  >  58110 Len=35,Normal
178,36.173715,142.250.195.106,192.168.1.5,UDP,194,0,178,178,180,0,178,36.173715,36.173715,0,0,0,0,443  >  58110 Len=152,Normal
179,36.179951,192.168.1.5,192.168.1.1,DNS,80,0.006236,179,179,66,0,179,36.179951,36.179951,0,0,0,0,Standard query 0x4772 AAAA beacons.gcp.gvt2.com,Normal
180,36.184083,192.168.1.5,192.168.1.1,DNS,80,0.004132,180,180,66,0,180,36.184083,36.184083,0,0,0,0,Standard query 0xc8f8 A beacons.gcp.gvt2.com,Normal
181,36.189708,192.168.1.1,192.168.1.5,DNS,138,0.005625,181,181,124,0,181,36.189708,36.189708,0,0,0,0,Standard query response 0x4772 AAAA beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com AAAA 2404:6800:4007:829::2003,Normal
182,36.190621,192.168.1.5,192.168.1.1,DNS,80,0.000913,182,182,66,0,182,36.190621,36.190621,0,0,0,0,Standard query 0x725f HTTPS beacons.gcp.gvt2.com,Normal
183,36.191692,192.168.1.5,142.250.195.106,UDP,75,0.001071,183,183,61,0,183,36.191692,36.191692,0,0,0,0,58110  >  443 Len=33,Normal
184,36.194858,192.168.1.5,142.250.195.106,UDP,308,0.003166,184,184,294,0,184,36.194858,36.194858,0,0,0,0,58110  >  443 Len=266,Normal
185,36.255646,142.250.195.106,192.168.1.5,UDP,71,0.060788,185,185,57,0,185,36.255646,36.255646,0,0,0,0,443  >  58110 Len=29,Normal
186,36.256954,192.168.1.1,192.168.1.5,DNS,126,0.001308,186,186,112,0,186,36.256954,36.256954,0,0,0,0,Standard query response 0xc8f8 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 142.250.196.3,Normal
187,36.256954,192.168.1.1,192.168.1.5,DNS,167,0,187,187,153,0,187,36.256954,36.256954,0,0,0,0,Standard query response 0x725f HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com SOA ns1.google.com,Normal
188,36.261914,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,1292,0.00496,188,188,0,0,188,36.261914,36.261914,0,0,0,0,"Initial, DCID=c24f0df5e7383e8d, PKN: 1, CRYPTO",DOS
189,36.262106,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,1292,0.000192,189,189,0,0,189,36.262106,36.262106,0,0,0,0,"Initial, DCID=c24f0df5e7383e8d, PKN: 2, PING, CRYPTO, CRYPTO, PING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING",DOS
190,36.262911,192.168.1.5,142.250.195.106,UDP,75,0.000805,190,190,61,0,190,36.262911,36.262911,0,0,0,0,58110  >  443 Len=33,Normal
191,36.264073,192.168.1.5,142.250.196.3,TLSv1.2,123,0.001162,191,191,0,69,191,36.264073,36.264073,0,0,1,0,Application Data,DOS
192,36.264639,192.168.1.5,142.250.196.3,TLSv1.2,93,0.000566,192,192,0,108,192,36.264639,36.264639,0,0,1,0,Application Data,DOS
193,36.265184,192.168.1.5,142.250.196.3,TLSv1.2,119,0.000545,193,193,0,173,193,36.265184,36.265184,0,0,1,0,Application Data,DOS
194,36.265643,192.168.1.5,142.250.196.3,TLSv1.2,725,0.000459,194,194,0,844,194,36.265643,36.265643,0,0,1,0,Application Data,DOS
195,36.266268,192.168.1.5,142.250.196.3,TLSv1.2,367,0.000625,195,195,0,1157,195,36.266268,36.266268,0,0,1,0,Application Data,DOS
196,36.275008,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,102,0.00874,196,196,0,0,196,36.275008,36.275008,0,0,0,0,"Initial, SCID=e24f0df5e7383e8d, PKN: 1, ACK",DOS
197,36.278264,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1292,0.003256,197,197,0,0,197,36.278264,36.278264,0,0,0,0,"Initial, SCID=e24f0df5e7383e8d, PKN: 2, ACK, PADDING",DOS
198,36.278264,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1292,0,198,198,0,0,198,36.278264,36.278264,0,0,0,0,"Initial, SCID=e24f0df5e7383e8d, PKN: 3, CRYPTO, PADDING",DOS
199,36.278264,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1292,0,199,199,0,0,199,36.278264,36.278264,0,0,0,0,"Initial, SCID=e24f0df5e7383e8d, PKN: 4, CRYPTO, PADDING",DOS
200,36.278264,142.250.196.3,192.168.1.5,TCP,54,0,200,200,0,0,200,36.278264,36.278264,0,0,1,0,443  >  50887 [ACK] Seq=1 Ack=70 Win=1044 Len=0,DOS
201,36.278264,142.250.196.3,192.168.1.5,TCP,66,0,201,201,0,0,201,36.278264,36.278264,0,0,1,0,[TCP Dup ACK 200#1] 443  >  50887 [ACK] Seq=1 Ack=70 Win=1044 Len=0 SLE=109 SRE=174,DOS
202,36.278264,142.250.196.3,192.168.1.5,TCP,54,0,202,202,0,0,202,36.278264,36.278264,0,0,1,0,443  >  50887 [ACK] Seq=1 Ack=174 Win=1044 Len=0,DOS
203,36.278264,142.250.196.3,192.168.1.5,TLSv1.2,93,0,203,203,0,39,203,36.278264,36.278264,0,0,1,0,Application Data,DOS
204,36.280039,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,1292,0.001775,204,204,0,0,204,36.280039,36.280039,0,0,0,0,"Initial, DCID=e24f0df5e7383e8d, PKN: 3, ACK, PADDING",DOS
205,36.280528,142.250.196.3,192.168.1.5,TCP,54,0.000489,205,205,0,0,205,36.280528,36.280528,0,0,1,0,443  >  50887 [ACK] Seq=40 Ack=1158 Win=1041 Len=0,DOS
206,36.291571,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,99,0.011043,206,206,0,0,206,36.291571,36.291571,0,0,0,0,"Handshake, DCID=e24f0df5e7383e8d",DOS
207,36.308136,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1292,0.016565,207,207,0,0,207,36.308136,36.308136,0,0,0,0,"Handshake, SCID=e24f0df5e7383e8d",DOS
208,36.308136,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1292,0,208,208,0,0,208,36.308136,36.308136,0,0,0,0,"Handshake, SCID=e24f0df5e7383e8d",DOS
209,36.308835,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,101,0.000699,209,209,0,0,209,36.308835,36.308835,0,0,0,0,"Handshake, DCID=e24f0df5e7383e8d",DOS
210,36.309139,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1264,0.000304,210,210,0,0,210,36.309139,36.309139,0,0,0,0,"Handshake, SCID=e24f0df5e7383e8d",DOS
211,36.309139,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,165,0,211,211,0,0,211,36.309139,36.309139,0,0,0,0,Protected Payload (KP0),DOS
212,36.311344,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,221,0.002205,212,212,0,0,212,36.311344,36.311344,0,0,0,0,"Protected Payload (KP0), DCID=e24f0df5e7383e8d",DOS
213,36.311364,142.250.196.3,192.168.1.5,TLSv1.2,145,0.00002,213,213,0,130,213,36.311364,36.311364,0,0,1,0,Application Data,DOS
214,36.312892,192.168.1.5,142.250.196.3,TCP,54,0.001528,214,214,0,0,214,36.312892,36.312892,0,0,1,0,50887  >  443 [ACK] Seq=1158 Ack=131 Win=512 Len=0,DOS
215,36.313148,142.250.196.3,192.168.1.5,TLSv1.2,85,0.000256,215,215,0,31,215,36.313148,36.313148,0,0,1,0,Application Data,DOS
216,36.313148,142.250.196.3,192.168.1.5,TLSv1.2,93,0,216,216,0,70,216,36.313148,36.313148,0,0,1,0,Application Data,DOS
217,36.313148,142.250.196.3,192.168.1.5,TLSv1.2,121,0,217,217,0,137,217,36.313148,36.313148,0,0,1,0,Application Data,DOS
218,36.313148,142.250.196.3,192.168.1.5,TLSv1.2,85,0,218,218,0,168,218,36.313148,36.313148,0,0,1,0,Application Data,DOS
219,36.314115,192.168.1.5,142.250.196.3,TLSv1.2,89,0.000967,219,219,0,35,219,36.314115,36.314115,0,0,1,0,Application Data,DOS
220,36.315597,192.168.1.5,142.250.196.3,TCP,54,0.001482,220,220,0,0,220,36.315597,36.315597,0,0,1,0,50887  >  443 [ACK] Seq=1193 Ack=299 Win=511 Len=0,DOS
221,36.316498,192.168.1.5,142.250.196.3,TLSv1.2,93,0.000901,221,221,0,74,221,36.316498,36.316498,0,0,1,0,Application Data,DOS
222,36.31696,192.168.1.5,142.250.196.3,TLSv1.2,89,0.000462,222,222,0,109,222,36.31696,36.31696,0,0,1,0,Application Data,DOS
223,36.345662,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,1016,0.028702,223,223,0,0,223,36.345662,36.345662,0,0,0,0,Protected Payload (KP0),DOS
224,36.345801,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,183,0.000139,224,224,0,0,224,36.345801,36.345801,0,0,0,0,Protected Payload (KP0),DOS
225,36.345864,142.250.196.3,192.168.1.5,TCP,54,0.000063,225,225,0,0,225,36.345864,36.345864,0,0,1,0,443  >  50887 [ACK] Seq=299 Ack=1193 Win=1041 Len=0,DOS
226,36.346269,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,95,0.000405,226,226,0,0,226,36.346269,36.346269,0,0,0,0,"Protected Payload (KP0), DCID=e24f0df5e7383e8d",DOS
227,36.346481,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:829::2003,QUIC,95,0.000212,227,227,0,0,227,36.346481,36.346481,0,0,0,0,"Protected Payload (KP0), DCID=e24f0df5e7383e8d",DOS
228,36.349207,2404:6800:4007:829::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,QUIC,86,0.002726,228,228,0,0,228,36.349207,36.349207,0,0,0,0,Protected Payload (KP0),DOS
229,36.353081,142.250.196.3,192.168.1.5,TCP,66,0.003874,229,229,0,0,229,36.353081,36.353081,0,0,1,0,[TCP Dup ACK 225#1] 443  >  50887 [ACK] Seq=299 Ack=1193 Win=1041 Len=0 SLE=1232 SRE=1267,DOS
230,36.353081,142.250.196.3,192.168.1.5,TCP,54,0,230,230,0,0,230,36.353081,36.353081,0,0,1,0,443  >  50887 [ACK] Seq=299 Ack=1267 Win=1041 Len=0,DOS
231,36.468448,192.168.1.5,142.250.195.106,UDP,71,0.115367,231,231,57,0,231,36.468448,36.468448,0,0,0,0,58110  >  443 Len=29,Normal
232,36.497326,142.250.195.106,192.168.1.5,UDP,67,0.028878,232,232,53,0,232,36.497326,36.497326,0,0,0,0,443  >  58110 Len=25,Normal
233,36.497326,142.250.195.106,192.168.1.5,UDP,145,0,233,233,131,0,233,36.497326,36.497326,0,0,0,0,443  >  58110 Len=103,Normal
234,36.515978,192.168.1.5,142.250.195.106,UDP,79,0.018652,234,234,65,0,234,36.515978,36.515978,0,0,0,0,58110  >  443 Len=37,Normal
235,36.580305,142.250.195.106,192.168.1.5,UDP,67,0.064327,235,235,53,0,235,36.580305,36.580305,0,0,0,0,443  >  58110 Len=25,Normal
236,36.794152,192.168.1.5,142.250.195.106,UDP,71,0.213847,236,236,57,0,236,36.794152,36.794152,0,0,0,0,58110  >  443 Len=29,Normal
237,36.830113,142.250.195.106,192.168.1.5,UDP,67,0.035961,237,237,53,0,237,36.830113,36.830113,0,0,0,0,443  >  58110 Len=25,Normal
238,37.009738,ServercomPri_11:e3:e0,AzureWaveTec_63:e5:cd,ARP,42,0.179625,238,238,0,0,238,37.009738,37.009738,0,0,0,0,Who has 192.168.1.5? Tell 192.168.1.1,DOS
239,37.009771,AzureWaveTec_63:e5:cd,ServercomPri_11:e3:e0,ARP,42,0.000033,239,239,0,0,239,37.009771,37.009771,0,0,0,0,192.168.1.5 is at b4:8c:9d:63:e5:cd,DOS
240,37.034785,192.168.1.5,142.250.195.106,UDP,71,0.025014,240,240,57,0,240,37.034785,37.034785,0,0,0,0,58110  >  443 Len=29,Normal
241,37.076987,142.250.195.106,192.168.1.5,UDP,67,0.042202,241,241,53,0,241,37.076987,37.076987,0,0,0,0,443  >  58110 Len=25,Normal
242,37.282896,192.168.1.5,142.250.195.106,UDP,71,0.205909,242,242,57,0,242,37.282896,37.282896,0,0,0,0,58110  >  443 Len=29,Normal
243,37.324801,142.250.195.106,192.168.1.5,UDP,67,0.041905,243,243,53,0,243,37.324801,37.324801,0,0,0,0,443  >  58110 Len=25,Normal
244,37.539033,192.168.1.5,142.250.195.106,UDP,71,0.214232,244,244,57,0,244,37.539033,37.539033,0,0,0,0,58110  >  443 Len=29,Normal
245,37.58569,142.250.195.106,192.168.1.5,UDP,67,0.046657,245,245,53,0,245,37.58569,37.58569,0,0,0,0,443  >  58110 Len=25,Normal
246,37.605299,172.217.194.188,192.168.1.5,TCP,54,0.019609,246,246,0,0,246,37.605299,37.605299,0,0,1,0,5228  >  50269 [ACK] Seq=1 Ack=1 Win=65535 Len=0,DOS
247,37.6054,192.168.1.5,172.217.194.188,TCP,54,0.000101,247,247,0,0,247,37.6054,37.6054,0,0,1,0,[TCP Dup ACK 84#1] 50269  >  5228 [ACK] Seq=1 Ack=166 Win=258 Len=0,DOS
248,37.652854,172.217.194.188,192.168.1.5,TCP,54,0.047454,248,248,0,0,248,37.652854,37.652854,0,0,1,0,[TCP Window Update] 5228  >  50269 [ACK] Seq=166 Ack=1 Win=1053 Len=0,DOS
249,37.788162,192.168.1.5,142.250.195.106,UDP,71,0.135308,249,249,57,0,249,37.788162,37.788162,0,0,0,0,58110  >  443 Len=29,Normal
250,37.803576,142.250.195.106,192.168.1.5,UDP,67,0.015414,250,250,53,0,250,37.803576,37.803576,0,0,0,0,443  >  58110 Len=25,Normal
251,38.017526,192.168.1.5,142.250.195.106,UDP,71,0.21395,251,251,57,0,251,38.017526,38.017526,0,0,0,0,58110  >  443 Len=29,Normal
252,38.065007,142.250.195.106,192.168.1.5,UDP,67,0.047481,252,252,53,0,252,38.065007,38.065007,0,0,0,0,443  >  58110 Len=25,Normal
253,38.395646,192.168.1.5,192.168.1.3,AJP13,164,0.330639,253,253,0,110,253,38.395646,38.395646,0,0,1,0,AJP13 Error?,DOS
